PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI
65.322,106.274,14.36,3.411,1.122,54.398,5.079,64.444,130.0
35.744,54.292,49.941,4.839,0.943,67.886,24.208,70.479,124.0
77.792,74.911,55.429,4.779,0.921,35.009,25.49,81.815,155.0
59.352,68.738,32.988,7.917,0.687,61.088,32.269,41.711,118.0
21.026,41.595,46.745,6.791,0.45,63.719,32.174,64.622,116.0
61.42,69.719,22.8,7.263,0.994,58.029,13.663,69.609,122.0
62.539,58.93,18.673,1.52,0.518,12.745,20.518,42.458,125.0
78.438,66.031,22.48,2.818,0.756,53.819,25.444,34.085,156.0
37.631,41.391,51.034,7.218,1.09,41.463,32.181,45.856,127.0
36.927,48.921,43.878,4.828,0.469,44.063,9.05,55.029,109.0
56.909,42.246,31.571,6.362,0.269,55.447,17.006,67.008,113.0
20.354,84.164,34.131,7.545,0.608,39.333,29.568,40.324,85.0
18.511,98.302,29.107,2.94,0.812,46.598,21.282,73.197,98.0
6.278,51.653,45.905,8.222,0.772,57.199,23.228,83.732,114.0
23.232,71.008,62.653,4.484,0.636,44.73,20.985,26.972,156.0
17.899,100.579,34.629,4.711,1.047,31.31,17.186,57.76,100.0
52.496,86.24,14.756,5.112,0.945,37.013,12.487,57.201,104.0
16.269,83.593,59.586,2.661,1.069,45.945,29.615,85.929,148.0
57.337,63.534,11.638,6.455,0.217,39.332,5.994,56.832,114.0
90.387,51.233,40.687,8.36,0.885,53.406,24.565,37.914,180.0
40.479,79.046,32.532,3.978,0.792,71.883,8.316,76.101,81.0
26.234,52.517,31.288,9.663,1.16,35.741,30.501,66.629,78.0
40.2,41.648,14.632,6.522,1.004,32.778,7.294,64.76,80.0
30.427,97.417,37.14,7.371,0.938,42.674,9.097,61.035,97.0
77.036,39.99,23.198,11.98,0.685,38.008,29.046,38.973,154.0
35.91,92.683,22.98,5.345,0.811,54.197,5.124,66.852,92.0
32.154,57.068,17.869,3.401,0.607,35.78,7.819,65.152,64.0
25.257,84.043,16.42,4.68,0.777,86.495,35.449,53.32,84.0
42.452,89.779,36.105,5.596,1.174,39.408,29.208,37.166,90.0
33.056,100.477,43.487,7.579,0.813,47.922,5.576,83.325,108.0
9.845,77.995,41.146,4.374,1.095,44.667,16.136,62.225,102.0
32.033,78.188,18.413,7.322,0.57,79.717,18.782,75.123,78.0
61.434,34.736,45.597,7.251,1.159,54.741,33.204,66.928,122.0
55.971,48.3,37.962,0.65,0.952,67.576,37.405,69.381,111.0
6.119,40.754,33.826,10.117,0.734,91.614,15.58,36.372,84.0
26.493,55.417,22.902,7.509,0.267,14.729,8.256,65.816,57.0
24.282,100.735,40.862,8.841,1.211,59.581,32.178,37.726,102.0
7.963,63.072,11.115,6.951,0.98,37.373,28.078,26.912,63.0
17.951,86.795,40.924,7.005,0.48,63.156,8.68,83.069,102.0
31.434,38.743,42.47,1.976,0.776,57.274,26.361,58.274,106.0
60.601,87.477,57.214,1.671,0.87,48.272,7.538,29.229,143.0
28.475,42.882,39.743,6.204,0.738,47.326,25.634,54.305,99.0
23.3,48.957,14.326,7.024,0.906,63.294,26.063,53.168,48.0
17.228,92.74,38.686,6.779,0.71,51.458,8.025,65.892,96.0
16.69,104.972,21.01,10.787,0.835,45.389,22.292,67.138,104.0
19.258,46.557,33.733,7.092,0.627,52.757,34.955,86.178,84.0
41.57,45.904,12.137,6.09,0.525,43.089,19.428,46.653,83.0
39.055,70.497,32.044,8.413,1.261,84.568,20.237,30.425,80.0
42.617,54.335,48.38,4.662,0.714,58.829,17.114,32.624,120.0
50.214,82.86,72.579,6.533,0.832,52.041,15.219,47.663,181.0
33.76,96.5,23.73,9.264,0.536,22.673,12.215,29.553,96.0
57.872,61.343,38.036,1.259,0.939,54.416,35.029,67.685,115.0
46.663,15.457,18.486,7.367,1.123,46.32,18.87,89.352,93.0
33.144,59.011,22.485,5.072,1.056,60.441,6.285,56.053,66.0
63.776,67.096,49.867,7.224,0.703,66.31,30.389,61.314,127.0
34.764,49.155,47.417,5.483,0.82,63.101,26.208,26.6,118.0
38.461,94.028,35.968,5.983,0.485,30.25,28.328,74.02,94.0
37.521,42.863,1.403,5.538,0.879,56.23,28.031,32.678,75.0
38.258,76.188,27.868,9.615,0.792,45.402,11.264,50.082,76.0
69.128,113.341,41.502,2.815,0.667,11.779,6.694,86.139,138.0
20.138,75.778,38.967,7.592,1.137,52.179,36.996,53.396,97.0
27.242,49.798,14.249,7.549,1.165,35.745,24.638,64.914,54.0
37.394,97.885,44.94,4.172,0.904,58.908,26.189,65.576,112.0
53.24,75.16,47.003,10.235,0.631,70.686,5.532,88.971,117.0
31.213,77.255,39.352,5.733,0.927,71.894,16.689,73.001,98.0
16.708,62.323,24.775,10.06,0.592,51.15,7.813,86.491,62.0
45.372,55.475,36.943,7.71,0.359,37.87,30.204,58.74,92.0
22.972,75.975,50.333,0.763,0.626,28.365,12.834,61.667,125.0
23.844,51.09,38.023,1.919,0.635,76.667,24.735,28.706,95.0
4.183,81.814,38.789,6.021,0.853,52.202,12.434,83.278,96.0
38.996,85.879,38.754,5.459,0.199,45.83,29.892,81.334,96.0
47.777,99.595,53.1,4.826,0.325,53.438,14.038,50.111,132.0
45.167,104.363,53.034,6.136,0.593,54.396,14.938,59.021,132.0
35.254,30.285,33.751,5.491,0.594,8.901,5.848,42.254,84.0
61.161,79.377,34.332,5.997,0.87,46.197,19.427,77.901,122.0
32.057,86.894,25.739,7.187,0.6,41.746,24.3,69.69,86.0
56.883,79.201,69.934,5.3,0.59,28.229,12.966,39.288,174.0
25.613,67.502,55.396,10.45,0.944,38.52,15.108,74.494,138.0
44.023,65.514,48.001,10.785,0.76,42.303,20.136,51.476,120.0
45.336,101.714,61.211,9.21,0.534,62.045,32.944,75.841,153.0
77.617,106.44,36.228,5.418,0.898,52.856,23.486,67.915,155.0
38.633,69.895,11.308,8.541,0.809,13.048,28.612,79.748,77.0
45.025,51.757,19.584,4.808,0.599,56.142,32.275,37.541,90.0
19.721,42.349,42.856,7.298,0.918,61.2,17.327,84.779,107.0
62.01,40.626,3.886,3.361,0.665,38.047,21.824,31.627,124.0
52.312,60.805,35.904,3.603,0.821,59.262,24.119,25.011,104.0
57.402,13.847,38.179,6.285,0.834,38.922,33.806,88.56,114.0
49.812,95.61,39.599,8.407,1.15,57.002,22.86,34.28,99.0
40.798,71.996,27.763,0.551,0.414,71.963,33.831,83.367,81.0
98.327,97.741,23.343,8.865,0.713,46.702,30.738,66.421,196.0
39.541,61.366,34.76,5.48,0.454,54.737,34.789,80.722,86.0
32.734,39.371,23.683,3.553,0.574,37.93,9.016,63.042,65.0
40.862,77.023,33.767,4.122,0.521,48.85,33.317,47.628,84.0
28.084,67.824,6.298,9.065,0.843,57.882,32.035,25.903,67.0
57.185,52.577,20.857,4.949,0.62,44.18,16.601,77.516,114.0
41.248,93.024,46.818,8.985,1.104,42.581,33.314,46.893,117.0
61.192,57.422,39.336,6.801,0.538,50.085,22.134,77.15,122.0
48.707,117.001,39.006,9.2,1.105,44.095,20.501,42.335,117.0
28.461,17.57,31.076,4.178,0.79,31.775,23.031,25.796,77.0
20.859,45.88,39.134,4.953,1.199,49.102,26.839,78.0,97.0
41.769,76.931,26.394,10.099,0.604,36.248,22.426,80.399,83.0
26.072,84.305,34.446,6.0,0.99,24.304,21.917,49.937,86.0
84.467,74.008,40.517,7.628,0.468,45.804,35.614,83.163,168.0
56.527,90.847,49.467,5.21,0.872,41.075,34.275,61.03,123.0
32.774,33.053,39.322,10.514,0.777,44.773,5.757,67.509,98.0
31.489,58.057,51.588,4.121,1.29,50.208,6.987,33.796,128.0
17.069,82.678,33.333,2.117,1.108,51.325,31.373,27.231,83.0
5.541,42.565,21.861,5.913,0.871,50.943,12.664,57.124,54.0
29.176,48.399,30.248,5.035,1.214,57.452,18.495,28.8,75.0
39.209,93.27,56.518,12.495,0.428,64.466,29.549,50.844,141.0
50.396,47.863,26.716,6.402,0.924,27.632,18.564,78.498,100.0
62.948,73.406,26.833,9.096,0.892,31.447,15.213,34.164,125.0
38.346,83.102,13.994,3.576,0.806,38.526,16.881,55.93,83.0
33.995,65.846,36.932,3.215,0.658,42.505,30.835,77.421,92.0
39.824,52.934,39.485,9.246,1.014,52.076,36.494,84.482,98.0
54.124,75.031,13.595,8.262,1.225,66.101,18.359,60.94,108.0
45.766,92.968,26.148,4.536,1.083,62.257,12.776,80.768,92.0
33.54,44.945,40.03,7.031,0.379,55.923,35.421,67.807,100.0
31.119,52.284,45.13,7.571,0.848,26.668,28.211,27.416,112.0
76.691,82.775,20.063,7.935,0.496,58.941,18.322,48.911,153.0
21.057,61.094,49.544,4.634,1.152,41.331,33.029,80.808,123.0
13.379,76.424,51.843,3.18,0.934,49.086,32.854,64.945,129.0
7.202,89.183,42.656,11.064,0.852,76.691,32.909,78.53,106.0
36.134,18.514,33.807,9.046,0.37,57.288,35.131,26.055,84.0
39.423,57.193,30.715,6.041,0.658,40.354,18.55,63.394,78.0
55.62,132.483,30.237,5.647,0.363,43.067,15.636,25.374,132.0
39.917,44.307,33.886,3.985,0.951,51.812,34.322,84.224,84.0
36.407,80.365,43.016,6.807,0.678,57.19,21.321,53.428,107.0
26.53,35.058,44.926,2.7,0.743,53.212,25.919,65.523,112.0
79.737,26.598,41.222,3.132,1.215,53.748,26.835,57.026,159.0
70.426,69.9,31.789,6.671,0.81,57.262,16.064,30.728,140.0
48.57,55.95,46.693,3.46,1.073,54.454,37.495,55.475,116.0
52.993,61.953,37.185,10.673,0.489,58.68,17.156,86.957,105.0
17.578,35.008,16.167,6.978,0.914,34.206,34.993,55.484,40.0
56.185,53.095,19.321,5.641,0.913,39.042,29.843,34.188,112.0
44.879,65.195,17.559,3.275,0.786,40.326,28.89,37.279,89.0
59.123,128.638,36.32,6.11,0.874,50.885,30.027,67.036,128.0
54.24,123.88,56.983,12.092,0.897,71.993,19.44,68.53,142.0
11.859,90.787,35.069,5.288,1.228,30.345,11.43,52.67,90.0
44.0,79.118,2.239,4.832,0.855,44.462,33.527,30.422,87.0
37.742,51.944,16.024,6.238,0.394,43.995,37.865,47.906,75.0
44.464,85.732,47.387,2.763,0.967,21.46,37.627,33.582,118.0
35.485,63.457,13.006,7.722,0.478,61.767,30.692,82.113,70.0
38.316,62.687,12.942,6.56,0.959,37.856,18.35,85.753,76.0
14.142,71.309,21.481,4.515,0.906,50.383,28.529,83.239,71.0
39.014,33.25,63.017,8.139,0.699,58.846,34.62,87.396,157.0
52.064,110.768,14.182,5.946,0.921,55.399,16.122,52.905,110.0
53.917,74.945,29.226,4.652,0.437,64.312,21.27,73.391,107.0
0.029,107.33,43.691,6.701,0.695,42.324,30.82,89.102,109.0
28.574,82.157,19.211,5.424,1.064,25.695,31.207,38.605,82.0
34.681,88.666,21.737,4.823,0.773,66.308,14.734,79.291,88.0
58.425,74.214,33.249,4.752,0.578,87.281,6.244,80.416,116.0
46.315,92.48,35.318,4.436,1.067,52.173,22.302,38.765,92.0
49.511,46.492,33.39,7.311,1.316,40.003,23.064,28.086,99.0
50.526,73.576,22.268,4.918,0.697,42.879,16.988,29.954,101.0
38.366,124.102,21.792,4.054,0.651,48.794,13.745,69.19,124.0
58.811,37.137,25.539,2.515,0.59,36.198,32.993,51.419,117.0
45.416,69.81,8.113,5.939,1.245,43.572,22.873,81.109,90.0
49.712,80.47,31.274,7.264,0.702,54.371,13.968,83.01,99.0
24.392,79.434,6.121,5.217,1.381,29.979,6.83,72.896,79.0
29.161,51.624,19.008,6.06,0.693,9.575,23.453,44.875,58.0
60.353,99.948,60.388,8.077,0.209,70.721,22.432,67.105,150.0
50.241,65.424,23.494,6.585,0.877,42.982,14.474,44.03,100.0
59.163,31.356,37.882,8.937,0.813,76.627,28.196,65.415,118.0
56.567,42.011,32.629,8.126,0.539,43.537,11.219,72.215,113.0
13.73,87.962,48.836,8.065,0.649,23.861,5.912,38.802,122.0
21.819,56.305,26.88,1.366,0.598,38.883,37.091,65.152,67.0
14.277,50.375,27.307,5.436,0.825,27.665,33.601,61.237,68.0
27.935,34.324,20.363,4.084,0.689,34.709,27.445,53.878,55.0
35.366,59.064,20.151,6.608,0.743,68.083,29.35,57.627,70.0
43.053,93.632,28.719,9.503,0.033,29.711,17.221,28.301,93.0
57.681,55.428,20.469,1.994,0.936,69.168,14.204,80.698,115.0
79.907,87.292,16.956,6.795,0.379,47.406,12.998,42.957,159.0
31.441,89.506,21.698,1.011,0.962,21.457,9.277,61.156,89.0
15.017,87.214,35.01,2.994,0.804,42.118,37.609,50.702,87.0
47.873,86.039,59.334,7.133,0.594,45.622,36.046,30.8,148.0
28.672,106.815,38.336,6.033,0.685,54.93,7.408,60.777,106.0
55.362,72.411,43.624,6.76,0.733,64.618,9.582,42.264,110.0
24.662,112.28,34.071,7.512,0.345,53.522,23.199,84.518,112.0
37.006,116.919,48.065,4.139,0.224,63.65,33.287,36.564,120.0
57.973,98.774,38.392,5.402,0.668,51.185,5.968,36.733,115.0
32.131,61.905,5.974,5.524,1.021,37.728,21.765,44.523,64.0
30.812,89.597,11.681,9.571,0.488,64.037,7.857,71.499,89.0
55.273,51.349,18.943,5.353,1.142,27.613,36.16,72.151,110.0
51.364,50.291,29.014,4.244,0.62,31.254,27.547,27.463,102.0
40.489,62.744,36.169,7.792,0.759,53.298,37.436,25.885,90.0
48.05,58.187,9.969,10.134,0.635,48.579,18.42,82.748,96.0
32.208,42.814,45.044,4.377,0.468,71.103,35.742,69.286,112.0
21.855,95.175,49.021,9.227,0.613,63.083,10.675,57.994,122.0
44.009,72.308,17.352,6.431,0.696,53.892,28.155,28.436,88.0
42.083,80.222,22.019,0.875,1.051,55.66,13.409,39.456,84.0
21.984,64.298,47.145,8.829,0.522,72.693,11.954,50.465,117.0
59.198,46.405,39.968,6.286,0.77,28.221,14.162,82.182,118.0
34.002,67.045,28.057,5.11,0.352,60.017,28.215,68.557,70.0
43.895,7.878,43.76,9.801,0.741,34.129,30.959,69.767,109.0
41.269,74.87,54.849,4.276,1.061,50.061,26.21,68.974,137.0
21.74,61.777,26.933,8.378,0.787,46.343,16.938,54.524,67.0
8.488,104.299,30.882,3.904,0.681,62.071,22.063,44.739,104.0
37.785,63.638,34.302,9.789,0.554,53.474,13.741,53.716,85.0
41.748,93.79,12.195,7.654,1.003,52.167,32.5,52.095,93.0
42.906,79.081,31.626,6.619,0.87,49.288,19.613,65.719,85.0
27.492,40.263,34.293,9.213,0.786,51.044,31.837,42.064,85.0
37.621,92.109,46.666,11.202,1.238,41.309,30.775,70.96,116.0
32.052,120.303,35.179,7.597,0.691,36.718,36.517,64.643,120.0
2.096,79.274,21.34,2.724,0.718,60.073,24.904,72.811,79.0
73.072,75.407,21.48,5.051,0.802,66.464,21.285,84.602,146.0
47.797,75.309,59.153,5.871,0.963,55.078,25.156,55.038,147.0
27.093,87.097,35.954,4.513,0.702,35.993,16.428,70.865,89.0
33.908,42.001,34.506,3.708,0.398,60.956,20.047,68.543,86.0
36.825,111.93,42.258,0.093,1.01,47.452,13.541,57.763,111.0
84.486,87.228,21.27,2.106,0.806,38.089,8.553,47.79,168.0
9.124,58.382,8.157,1.824,0.415,50.46,12.689,76.507,58.0
16.991,84.141,30.697,9.175,0.8,61.861,10.747,47.285,84.0
29.742,58.726,33.646,5.094,0.606,25.354,18.502,26.395,84.0
51.126,10.074,47.336,5.776,0.687,22.606,26.544,27.263,118.0
54.761,57.042,34.1,6.237,0.47,52.152,6.92,55.815,109.0
27.311,84.01,48.227,1.271,0.949,61.508,13.024,52.229,120.0
53.522,68.326,17.622,8.768,0.718,63.266,27.024,45.441,107.0
34.975,70.425,13.655,3.939,0.569,49.57,33.087,30.53,70.0
56.495,117.227,14.77,0.433,0.427,69.902,18.019,64.679,117.0
79.82,72.943,31.646,7.561,0.447,37.917,18.274,88.234,159.0
38.338,45.994,45.411,5.938,1.277,48.193,31.902,30.153,113.0
47.576,57.304,41.603,5.732,1.005,63.025,23.368,73.775,104.0
51.307,52.563,14.992,5.459,0.945,43.151,11.879,44.729,102.0
27.085,68.685,44.647,8.964,0.486,57.471,22.003,32.484,111.0
34.887,79.023,36.578,5.099,0.812,66.039,28.248,31.34,91.0
24.613,37.829,43.374,4.394,0.873,54.432,5.887,31.176,108.0
35.208,76.964,37.23,5.373,1.181,43.665,21.744,86.224,93.0
22.877,99.445,6.272,6.795,1.087,49.856,7.205,40.393,99.0
65.087,109.337,45.072,3.177,0.72,55.096,31.24,78.349,130.0
38.618,66.879,24.952,4.383,0.418,30.227,32.462,87.514,77.0
72.446,86.552,23.511,3.741,0.864,24.06,22.802,85.705,144.0
55.881,52.286,3.741,3.067,0.61,54.564,31.632,72.208,111.0
85.967,112.704,34.953,4.635,1.091,86.598,14.278,68.33,171.0
53.075,53.71,45.941,8.234,0.938,43.679,27.485,37.766,114.0
74.752,72.087,40.531,6.553,0.804,26.713,17.117,41.65,149.0
54.67,65.67,37.071,8.329,0.984,60.811,8.57,55.676,109.0
47.734,83.871,30.211,8.102,1.14,35.889,11.623,83.996,95.0
78.396,103.865,9.812,4.657,0.885,36.539,20.27,89.511,156.0
50.775,46.785,22.217,6.585,0.873,25.667,30.382,29.168,101.0
36.503,40.712,41.839,3.147,0.421,57.549,15.997,28.965,104.0
58.925,92.944,13.033,8.971,0.811,42.458,30.101,55.761,117.0
24.153,93.326,32.554,0.311,0.591,47.17,14.088,79.016,93.0
58.171,59.877,24.457,11.803,0.895,35.634,30.732,59.062,116.0
33.112,88.872,43.511,3.759,0.82,28.871,31.19,48.122,108.0
3.939,48.898,22.475,6.182,1.053,63.628,23.26,54.481,56.0
63.521,88.782,43.621,3.349,0.557,32.56,35.647,88.337,127.0
47.158,59.888,44.23,5.706,0.834,44.963,31.498,84.989,110.0
51.926,109.894,36.748,5.564,0.482,51.433,8.788,86.154,109.0
41.116,48.922,8.073,7.198,0.744,25.272,14.676,79.942,82.0
21.954,35.682,57.954,5.737,1.308,63.309,9.8,57.239,144.0
36.182,66.642,36.341,3.674,0.887,65.251,6.811,44.178,90.0
59.624,69.117,26.776,2.323,0.785,10.03,20.432,48.04,119.0
35.449,48.646,43.421,4.912,0.906,45.806,22.664,27.394,108.0
25.724,16.963,24.419,7.658,0.972,48.381,18.214,53.68,61.0
44.285,27.313,26.5,9.209,1.291,74.08,13.379,59.86,88.0
46.076,17.619,12.697,7.399,1.058,37.607,14.825,34.207,92.0
48.931,16.495,21.497,4.813,0.679,67.206,34.104,66.22,97.0
24.699,47.138,23.427,7.892,1.098,65.493,6.707,87.828,58.0
45.687,42.637,41.364,2.525,0.604,62.451,23.071,34.504,103.0
50.724,88.238,36.537,4.414,0.659,37.269,10.084,46.125,101.0
20.776,40.199,35.995,9.56,0.751,67.544,23.627,88.492,89.0
45.205,129.182,19.593,5.401,1.111,48.091,26.879,36.285,129.0
19.482,73.793,40.686,7.412,0.948,51.462,21.447,51.124,101.0
30.072,15.692,46.556,1.876,0.846,36.62,7.671,42.476,116.0
20.033,4.237,31.363,4.528,0.781,38.4,29.995,81.211,78.0
46.875,111.811,4.692,8.449,0.929,56.317,32.04,89.958,111.0
43.884,58.668,50.553,5.48,0.53,45.263,6.641,42.321,126.0
35.69,84.325,2.408,2.064,1.22,54.144,12.115,61.84,84.0
16.677,5.733,15.64,7.956,0.719,27.011,17.249,34.646,39.0
53.488,116.205,39.524,6.241,0.575,45.678,32.571,63.394,116.0
15.319,104.103,30.078,6.23,0.349,43.08,11.619,68.296,104.0
31.741,114.403,33.009,8.424,0.765,50.745,22.066,62.575,114.0
50.261,81.41,35.323,11.256,1.015,51.881,26.61,88.024,100.0
76.592,21.618,40.616,8.694,0.966,54.814,21.301,81.836,153.0
32.035,80.174,25.066,5.353,1.179,52.952,5.882,32.733,80.0
45.875,55.412,56.783,6.528,0.786,15.113,36.594,30.335,141.0
32.664,12.58,11.759,7.21,0.206,47.076,34.208,47.344,65.0
61.861,78.761,20.808,7.129,1.184,69.105,29.097,32.506,123.0
65.858,54.058,28.713,7.121,0.426,47.124,13.127,25.288,131.0
29.342,63.367,5.202,3.8,0.59,44.455,29.301,50.69,63.0
33.747,61.629,18.694,6.058,0.567,24.093,28.578,80.573,67.0
46.906,29.341,31.06,6.628,1.397,62.937,35.991,30.633,93.0
25.981,79.942,24.141,9.983,0.664,48.271,30.178,68.453,79.0
26.596,75.942,28.77,5.661,0.817,41.535,26.891,65.33,75.0
37.166,91.884,48.425,0.791,1.028,44.914,10.39,84.718,121.0
30.495,35.748,40.088,4.578,0.979,54.194,37.268,46.072,100.0
32.596,73.978,36.866,1.754,0.703,58.616,29.36,51.51,92.0
21.568,98.788,35.075,8.263,1.06,22.18,5.59,75.96,98.0
43.146,88.372,37.688,6.006,0.61,30.141,33.991,26.878,94.0
18.592,81.008,26.819,5.465,0.754,38.16,25.397,73.273,81.0
37.035,67.864,67.938,6.429,1.067,32.933,17.212,59.324,169.0
21.217,46.776,16.838,4.047,0.648,84.535,16.568,82.171,46.0
39.523,78.024,27.59,4.344,1.002,51.291,10.046,55.014,79.0
50.277,46.476,18.59,4.503,0.39,39.858,9.926,30.116,100.0
38.46,49.769,23.857,5.28,0.888,35.983,26.009,43.49,76.0
35.672,102.443,67.607,4.136,0.657,38.092,23.777,56.059,169.0
54.319,84.583,27.468,8.109,0.678,37.799,30.26,87.048,108.0
56.789,75.626,4.566,0.855,0.699,43.344,29.106,70.984,113.0
40.803,62.226,8.747,9.878,0.888,55.39,33.854,62.131,81.0
1.126,58.523,15.804,10.135,0.813,14.948,26.945,87.117,58.0
64.728,111.071,21.123,3.645,1.02,43.884,23.876,59.392,129.0
70.205,67.618,44.732,8.796,0.586,40.593,28.918,74.284,140.0
22.13,98.433,51.652,6.843,0.623,55.307,12.987,29.408,129.0
15.951,45.537,8.943,4.727,0.912,36.622,31.068,75.602,45.0
30.287,126.394,43.968,3.411,0.916,77.089,5.823,31.002,126.0
24.028,37.026,27.521,7.808,0.967,59.589,23.564,30.958,68.0
50.863,69.791,31.391,7.094,0.675,29.072,12.702,40.424,101.0
39.56,107.716,28.324,7.995,0.629,49.828,5.744,69.635,107.0
73.63,55.379,49.771,1.796,0.045,70.889,6.608,49.878,147.0
41.593,43.985,25.971,7.981,0.819,72.704,20.143,76.508,83.0
31.788,85.721,43.288,8.784,1.496,55.164,8.195,87.931,108.0
1.476,130.568,28.772,5.521,1.188,31.584,16.107,65.145,130.0
31.031,69.86,13.426,5.235,0.674,66.958,31.358,35.57,69.0
58.752,39.906,61.148,8.199,1.011,68.445,15.276,62.561,152.0
44.326,105.481,33.626,5.867,0.964,56.709,15.761,81.867,105.0
58.813,82.935,11.69,7.992,0.509,25.77,6.653,82.35,117.0
48.183,93.576,28.676,4.7,1.203,31.802,22.2,48.054,96.0
38.347,38.893,5.284,6.131,0.299,83.464,26.532,30.906,76.0
49.406,71.138,25.399,6.8,0.661,54.941,37.833,69.888,98.0
37.209,99.137,54.51,7.226,0.908,58.295,5.763,85.643,136.0
11.114,35.865,26.221,9.415,1.151,22.248,20.101,52.95,65.0
17.622,85.104,9.637,4.616,0.924,46.863,24.025,83.851,85.0
45.578,77.2,49.268,8.127,0.606,48.032,22.73,40.05,123.0
41.724,6.781,26.493,8.207,0.548,71.181,32.386,89.528,83.0
53.291,110.573,27.222,5.778,0.597,47.502,31.885,32.849,110.0
34.391,63.258,14.514,4.928,0.659,11.673,27.191,61.114,68.0
40.691,78.886,43.953,6.058,1.13,64.765,8.619,33.091,109.0
44.891,75.972,19.345,2.954,1.219,58.422,26.224,64.684,89.0
39.253,95.822,22.272,10.67,0.72,58.378,16.023,81.674,95.0
24.736,49.193,45.108,3.636,0.763,36.895,29.573,29.979,112.0
22.915,121.377,51.128,8.085,0.239,51.033,37.644,42.086,127.0
60.338,87.953,25.132,6.439,0.708,50.573,32.135,68.249,120.0
47.546,92.569,16.597,4.916,0.787,56.028,30.126,57.645,95.0
63.514,95.066,11.683,4.711,0.996,53.791,17.559,89.096,127.0
21.198,93.441,17.293,6.411,0.931,41.988,9.139,52.958,93.0
62.726,67.026,35.438,6.886,0.703,39.46,31.421,52.687,125.0
71.128,105.401,32.995,7.877,0.787,32.348,29.948,42.451,142.0
53.788,80.963,3.397,4.86,0.559,20.521,37.074,63.671,107.0
25.762,83.572,24.186,9.245,0.624,33.698,17.602,55.605,83.0
42.992,76.415,33.174,5.606,0.423,66.698,24.782,76.926,85.0
42.192,106.031,30.762,6.85,0.694,43.453,36.978,26.267,106.0
21.402,58.395,18.942,4.036,0.908,45.247,24.951,26.283,58.0
43.286,58.399,23.938,11.235,1.021,36.034,26.152,79.269,86.0
45.711,73.76,20.806,8.161,0.688,48.739,8.729,34.334,91.0
27.107,43.841,27.512,1.738,0.871,29.098,22.279,50.357,68.0
52.975,75.449,38.277,8.769,0.874,65.543,5.789,43.531,105.0
70.062,93.315,42.063,8.617,0.358,34.766,20.778,83.594,140.0
48.7,80.806,17.461,5.117,0.588,52.007,37.533,71.71,97.0
51.643,71.642,32.191,1.561,0.844,35.63,21.061,83.567,103.0
45.165,47.924,43.474,4.617,1.258,55.432,37.343,74.782,108.0
41.072,67.891,30.123,7.513,1.241,73.337,26.782,37.279,82.0
37.174,102.586,14.488,6.863,0.701,29.234,17.311,32.235,102.0
36.896,23.244,44.014,6.148,1.352,14.874,6.678,88.159,110.0
45.909,97.996,24.696,7.016,0.682,36.906,33.431,67.006,97.0
5.605,110.041,44.443,5.567,1.329,40.441,20.658,36.095,111.0
48.517,57.12,22.089,8.602,1.06,30.16,33.023,32.011,97.0
23.461,77.142,38.023,5.592,0.648,50.548,19.284,40.842,95.0
24.883,77.181,48.848,8.192,1.167,50.474,35.203,74.471,122.0
53.475,98.925,17.387,9.753,1.033,57.468,33.096,69.123,106.0
14.567,71.275,59.535,0.883,0.817,46.938,13.488,58.576,148.0
56.105,36.675,25.547,5.188,0.496,69.91,5.04,88.08,112.0
60.031,118.676,17.015,6.276,0.705,29.276,16.968,79.183,120.0
39.627,67.209,41.687,5.229,0.842,56.075,31.35,65.045,104.0
28.223,66.966,44.359,3.384,0.629,38.095,29.849,33.458,110.0
30.489,50.694,36.709,9.912,0.621,44.059,16.794,70.472,91.0
39.652,152.687,67.489,6.202,0.514,46.339,9.474,34.714,168.0
75.275,40.401,30.64,6.717,0.88,43.083,13.502,44.273,150.0
40.915,70.349,40.86,5.033,1.029,64.537,30.411,59.172,102.0
48.894,55.54,21.335,1.658,1.062,68.936,14.495,31.154,97.0
47.074,73.098,38.774,3.698,0.719,64.639,6.146,39.19,96.0
40.699,94.19,44.784,8.036,1.017,38.701,18.285,88.86,111.0
39.897,67.909,23.393,9.24,0.769,57.403,25.269,73.82,79.0
19.256,56.744,25.935,8.965,0.605,53.012,24.413,52.428,64.0
50.149,78.071,3.5,7.788,0.859,30.692,19.772,75.538,100.0
58.676,46.208,21.667,5.9,0.853,91.527,20.468,82.677,117.0
18.06,74.183,48.06,4.353,1.131,50.33,35.555,39.569,120.0
60.169,81.922,15.592,3.682,0.68,58.903,26.85,56.734,120.0
23.506,118.697,1.077,8.4,1.011,71.833,31.877,60.268,118.0
38.46,88.813,65.021,6.509,1.163,55.746,27.66,32.236,162.0
38.433,67.339,44.37,5.936,0.88,38.445,32.755,87.918,110.0
40.363,53.081,51.574,5.137,0.647,66.601,20.183,54.346,128.0
